Aatrox,Gragas,Yasuo,Tristana,Galio
Fiora,Xin Zhao,Urgot,Vladimir,Alistar
Yorick,Lee Sin,Lissandra,Vladimir,Galio
Urgot,Aatrox,Cassiopeia,Xayah,Thresh
Urgot,Lee Sin,Lissandra,Kalista,Galio
Viktor,Jarvan IV,Sylas,Sivir,Alistar
Vladimir,Jarvan IV,Lissandra,Sivir,Gragas
Urgot,Lee Sin,Zilean,Kalista,Galio
Urgot,Skarner,LeBlanc,Ezreal,Alistar
Jayce,Xin Zhao,Aurelion Sol,Kai'Sa,Thresh
Urgot,Lee Sin,Aurelion Sol,Yasuo,Alistar
Jayce,Aatrox,Sylas,Cassiopeia,Thresh
Aatrox,Camille,Zoe,Ezreal,Tahm Kench
Yorick,Nocturne,Aurelion Sol,Viktor,Thresh
Yorick,Olaf,Zoe,Vladimir,Alistar
Jayce,Jax,Lissandra,Sivir,Shen
Aatrox,Camille,LeBlanc,Sivir,Shen
Urgot,Nocturne,Zoe,Kai'Sa,Tahm Kench
Urgot,Sejuani,Cassiopeia,Ezreal,Braum
Yorick,Nocturne,Lissandra,Yasuo,Galio
Urgot,Nocturne,Zoe,Kai'Sa,Alistar
Jayce,Skarner,Lulu,Sivir,Tahm Kench
Aatrox,Olaf,LeBlanc,Ezreal,Alistar
Urgot,Lee Sin,Ryze,Sivir,Tahm Kench
Urgot,Lee Sin,Ryze,Viktor,Galio
Sylas,Olaf,LeBlanc,Ezreal,Tahm Kench
Urgot,Zac,Viktor,Sivir,Braum
Sion,Jarvan IV,Zoe,Kai'Sa,Alistar
Jayce,Lee Sin,LeBlanc,Kalista,Thresh
Urgot,Nocturne,Zoe,Ashe,Braum
Urgot,Xin Zhao,Lissandra,Ezreal,Braum
Sylas,Lee Sin,Corki,Kalista,Thresh
Sylas,Gragas,Yasuo,Cassiopeia,Fiddlesticks
Urgot,Olaf,LeBlanc,Sivir,Thresh
Vladimir,Zac,Yasuo,Ashe,Tahm Kench
Viktor,Xin Zhao,Lissandra,Xayah,Alistar
Kennen,Jarvan IV,LeBlanc,Yasuo,Gragas
Urgot,Lee Sin,Zoe,Darius,Alistar
Fiora,Zac,Viktor,Ezreal,Galio
Yorick,Lee Sin,Zoe,Yasuo,Gragas
Ryze,Elise,Jayce,Ezreal,Tahm Kench
Urgot,Lee Sin,Cassiopeia,Sivir,Braum
Jayce,Lee Sin,Lissandra,Viktor,Tahm Kench
Urgot,Jarvan IV,Zoe,Vladimir,Thresh
Urgot,Gragas,Cassiopeia,Sivir,Alistar
Jayce,Lee Sin,Zoe,Ezreal,Tahm Kench
Sylas,Lee Sin,LeBlanc,Ashe,Tahm Kench
Darius,Jarvan IV,Galio,Kalista,Thresh
Fiora,Jarvan IV,Zoe,Ezreal,Tahm Kench
Sylas,Zac,Viktor,Caitlyn,Braum
Cassiopeia,Jax,LeBlanc,Kai'Sa,Alistar
Urgot,Jarvan IV,Lissandra,Ezreal,Thresh
Viktor,Lee Sin,Sylas,Kai'Sa,Gragas
Karma,Aatrox,Azir,Ezreal,Tahm Kench
Karma,Lee Sin,Sion,Kai'Sa,Gragas
Yorick,Olaf,Zoe,Ashe,Tahm Kench
Vladimir,Olaf,Zoe,Ashe,Tahm Kench
Karma,Nocturne,Lissandra,Sivir,Braum
Kennen,Lee Sin,Urgot,Kai'Sa,Braum
Aatrox,Elise,Sion,Ezreal,Tahm Kench
Akali,Lee Sin,Galio,Ezreal,Braum
Aatrox,Nocturne,LeBlanc,Kalista,Alistar
Akali,Xin Zhao,Lulu,Kai'Sa,Alistar
Urgot,Lee Sin,Zoe,Ezreal,Thresh
Urgot,Lee Sin,Zoe,Kai'Sa,Braum
Ryze,Sejuani,Talon,Ezreal,Tahm Kench
Sion,Jax,Akali,Sivir,Alistar
Kennen,Lee Sin,Urgot,Kai'Sa,Braum
Sion,Olaf,Zoe,Lucian,Tahm Kench
Aatrox,Nocturne,Urgot,Viktor,Galio
Akali,Lee Sin,Cassiopeia,Lucian,Galio
Sion,Aatrox,LeBlanc,Ezreal,Shen
Urgot,Zac,Akali,Lucian,Shen
Aatrox,Lee Sin,Galio,Cassiopeia,Gragas
Sion,Nocturne,Aurelion Sol,Cassiopeia,Shen
Urgot,Camille,Zoe,Lucian,Jarvan IV
Sion,Kayn,Zoe,Cassiopeia,Fiddlesticks
Vladimir,Kha'Zix,Urgot,Lucian,Thresh
Sion,Nocturne,Lissandra,Lucian,Thresh
Viktor,Xin Zhao,Urgot,Ezreal,Alistar
Akali,Kha'Zix,Sion,Kai'Sa,Alistar
Urgot,Lee Sin,Lissandra,Vladimir,Shen
Jarvan IV,Zac,Lissandra,Lucian,Alistar
Jayce,Camille,LeBlanc,Ashe,Braum
Akali,Jax,Sion,Kai'Sa,Rakan
Viktor,Lee Sin,Lissandra,Ezreal,Braum
Urgot,Zac,Lissandra,Ezreal,Braum
Aatrox,Lee Sin,Ryze,Sivir,Tahm Kench
Gangplank,Nocturne,Akali,Vladimir,Shen
Urgot,Lee Sin,Lissandra,Ezreal,Gragas
Kennen,Nocturne,Lissandra,Ezreal,Thresh
Urgot,Gragas,Aatrox,Vladimir,Shen
Viktor,Olaf,Irelia,Cassiopeia,Alistar
Jayce,Nocturne,Galio,Lucian,Braum
Sion,Aatrox,Lissandra,Kai'Sa,Braum
Urgot,Olaf,Ryze,Viktor,Tahm Kench
Sion,Gragas,Zoe,Kalista,Thresh
Vladimir,Kayn,Lissandra,Kai'Sa,Jarvan IV
Akali,Jax,Syndra,Ezreal,Jarvan IV
Urgot,Xin Zhao,Lissandra,Lucian,Braum
Vladimir,Aatrox,Galio,Ezreal,Rakan
Jayce,Lee Sin,Zoe,Kalista,Thresh
Renekton,Lee Sin,Akali,Viktor,Galio
Kennen,Aatrox,Lissandra,Lucian,Braum
Aatrox,Kha'Zix,Ryze,Ezreal,Alistar
Urgot,Lee Sin,LeBlanc,Viktor,Galio
Sion,Sejuani,Irelia,Vladimir,Rakan
Urgot,Lee Sin,Lissandra,Kai'Sa,Gragas
Jayce,Elise,Urgot,Ashe,Tahm Kench
Sion,Olaf,Zoe,Kai'Sa,Rakan
Irelia,Trundle,Akali,Viktor,Tahm Kench
Aatrox,Zac,Lissandra,Kai'Sa,Braum
Jayce,Olaf,Galio,Ezreal,Braum
Irelia,Taliyah,Sion,Kai'Sa,Tahm Kench
Sion,Nocturne,Ryze,Kai'Sa,Rakan
Jayce,Lee Sin,Corki,Ezreal,Tahm Kench
Aatrox,Lee Sin,Galio,Draven,Thresh
Akali,Kha'Zix,Zoe,Sivir,Morgana
Urgot,Olaf,Zoe,Ezreal,Tahm Kench
Darius,Lee Sin,Galio,Lucian,Rakan
Viktor,Aatrox,Urgot,Lucian,Braum
Vladimir,Olaf,Akali,Kai'Sa,Thresh
Lucian,Morgana,Zoe,Camille,Thresh
Urgot,Jax,Akali,Ziggs,Shen
Urgot,Jax,Ryze,Varus,Tahm Kench
Lucian,Morgana,Azir,Camille,Thresh
Sion,Olaf,Zoe,Lucian,Tahm Kench
Urgot,Nocturne,Syndra,Ezreal,Gragas
Jayce,Kha'Zix,Galio,Kai'Sa,Alistar
Viktor,Olaf,Akali,Ezreal,Rakan
Urgot,Lee Sin,Lissandra,Kai'Sa,Taric
Akali,Xin Zhao,Aatrox,Vladimir,Alistar
Urgot,Jax,LeBlanc,Viktor,Tahm Kench
Aatrox,Xin Zhao,Lulu,Lucian,Braum
Urgot,Lee Sin,Zoe,Kai'Sa,Alistar
Lucian,Annie,Lissandra,Xin Zhao,Rakan
Kled,Neeko,Akali,Olaf,Rakan
Aatrox,Elise,Urgot,Kai'Sa,Gragas
Urgot,Nocturne,Galio,Kai'Sa,Alistar
Vayne,Morgana,Akali,Camille,Rakan
Aatrox,Camille,Akali,Ezreal,Shen
Gangplank,Gragas,Urgot,Kai'Sa,Alistar
Viktor,Xin Zhao,Urgot,Ezreal,Gragas
Akali,Jax,Aatrox,Draven,Thresh
Ryze,Olaf,Aatrox,Kalista,Thresh
Viktor,Nocturne,Galio,Ezreal,Tahm Kench
Sion,Nocturne,Akali,Lucian,Fiddlesticks
Urgot,Xin Zhao,Malzahar,Viktor,Thresh
Urgot,Xin Zhao,Lissandra,Ashe,Tahm Kench
Sion,Sejuani,Akali,Kai'Sa,Rakan
Urgot,Lee Sin,LeBlanc,Jinx,Alistar
Akali,Aatrox,Lissandra,Kai'Sa,Morgana
Sion,Gragas,Yasuo,Lucian,Thresh
Urgot,Olaf,Zoe,Ashe,Braum
Aatrox,Olaf,LeBlanc,Kai'Sa,Tahm Kench
Viktor,Kha'Zix,Lissandra,Ezreal,Rakan
Aatrox,Nocturne,Lissandra,Viktor,Braum
Urgot,Xin Zhao,Galio,Kai'Sa,Tahm Kench
Jayce,Camille,Galio,Draven,Thresh
Sion,Kha'Zix,Zoe,Lucian,Tahm Kench
Akali,Lee Sin,Sion,Lucian,Ornn
Urgot,Kha'Zix,Lissandra,Draven,Thresh
Sion,Camille,Cassiopeia,Tristana,Alistar
Urgot,Zac,Galio,Lucian,Ornn
Urgot,Evelynn,Sion,Vladimir,Ornn
Irelia,Xin Zhao,Viktor,Ezreal,Taric
Jayce,Camille,Galio,Kai'Sa,Leona
Vladimir,Kha'Zix,Urgot,Xayah,Rakan
Jayce,Nocturne,Galio,Xayah,Rakan
Akali,Xin Zhao,Lissandra,Kalista,Leona
Viktor,Xin Zhao,Urgot,Ezreal,Braum
Gangplank,Karthus,Galio,Varus,Tahm Kench
Aatrox,Camille,Galio,Sivir,Alistar
Fiora,Elise,Urgot,Xayah,Rakan
Darius,Camille,Lissandra,Viktor,Galio
Akali,Sejuani,Sion,Lucian,Tahm Kench
Viktor,Camille,Galio,Ezreal,Tahm Kench
Urgot,Sejuani,Lucian,Kalista,Thresh
Sion,Xin Zhao,Akali,Ezreal,Elise
Jayce,Zac,Urgot,Kai'Sa,Gragas
Lissandra,Sejuani,Urgot,Kai'Sa,Gragas
Sion,Xin Zhao,Akali,Vladimir,Rakan
Rumble,Xin Zhao,Galio,Xayah,Rakan
Sion,Lee Sin,Lissandra,Ashe,Tahm Kench
Urgot,Olaf,Lissandra,Ezreal,Tahm Kench
Sion,Sejuani,Zoe,Sivir,Rakan
Galio,Gragas,Urgot,Sivir,Tahm Kench
Ryze,Zac,Sion,Ezreal,Braum
Viktor,Sejuani,Irelia,Varus,Leona
Vladimir,Taliyah,Urgot,Xayah,Rakan
Gangplank,Kha'Zix,Galio,Cassiopeia,Morgana
Akali,Sejuani,Sion,Varus,Vel'Koz
Sion,Aatrox,Galio,Kai'Sa,Rakan
Ryze,Sejuani,Urgot,Varus,Tahm Kench
Viktor,Lee Sin,Urgot,Ezreal,Tahm Kench
Sion,Xin Zhao,Galio,Kai'Sa,Rakan
Akali,Rek'Sai,Zoe,Ezreal,Galio
